name,slug,address,city,state,zip,phone,hours,rating,reviews,website,services,featured,,,,,
Dudley's Towing,,,,,1 609-283-4337,,5,47,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",39.9751075,-74.478866
Right On Time Towing & Roadside Assistance,256 Elizabeth Ave,Newark,NJ,7112,1 973-738-2681,https://www.rightontimeauto.com/,4.8,78,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",40.7134172,-74.1928625
"Polina Towing Service | Heavy Duty Towing I Emergency Road Assistance, & Vehicle Recovery in New Jersey",815-837 E St Georges Ave,Linden,NJ,7036,1 908-357-0903,https://www.polinatransporterllc.com/,5,78,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",40.6549435,-74.2325442
J Towing Services LLC,323 NJ-34,Matawan,NJ,7747,1 732-503-9008,https://www.j-towing.com/,5,42,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",40.424912,-74.2722529
Reliable Towing & Recovery,7624 Baca Ln,Santa Fe,NM,87507,1 505-424-1100,https://santafetow.net/,4.9,494,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",35.6348014,-106.0705088
Knittles Towing Services,2412 Jefferson St NE,Albuquerque,NM,87110,1 505-884-5289,https://knittlestowing.com/,4,347,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",35.106419,-106.59302
Madrid Towing Service,3310 San Ygnacio Rd SW,Albuquerque,NM,87121,1 505-248-1825,http://www.madridtowing.com/,3.6,148,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",35.0639104,-106.7045806
Macy's Towing LLC,106 Rio Bravo Blvd SE,Albuquerque,NM,87105,1 505-250-0295,https://www.macystowingabq.com/,4.7,449,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",35.026652,-106.6570266
Action Towing and Rescue,5214 Quesenberry Ln B,Las Cruces,NM,88007,1 575-523-9337,https://actiontowingandrescue.com/,4.8,677,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",32.3006287,-106.8550832
"Dugger Services, Inc.",7601-B San Pedro Dr NE,Albuquerque,NM,87109,1 505-823-9696,https://duggerservices.com/,4.6,3450,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",35.1673669,-106.5778353
"Statewide Towing & Recovery, LLC",5631 Broadway Blvd SE,Albuquerque,NM,87105,1 505-934-7126,https://statewidetowingnm.com/,4.8,51,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",34.9963388,-106.6540393
Highway Towing LLC,1355 NM-116,Belen,NM,87002,1 505-900-2206,https://highwaytowing.net/,4.8,53,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",34.6202626,-106.7768438
Northern New Mexico Towing,,,,,1 505-920-0623,,4.5,24,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",36.014036,-105.8981966
"Acme Towing & Recovery, Inc.",8705 Broadway Blvd SE A,Albuquerque,NM,87105,1 505-836-2000,http://www.acmetow.com/,3.5,171,"[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""Closed""]","[""Closed""]",34.9672007,-106.6602622
J & M Discount Towing,109 Headingly Ave NW,Albuquerque,NM,87107,1 505-341-0800,https://jmdiscounttowing.com/%3Futm_source%3Dgbp%26utm_medium%3Dwebclick,4.1,320,"[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Closed""]","[""Closed""]",35.122867,-106.638767
TNT TOWING SERVICES,771 W 8th St,Vaughn,NM,88353,1 505-515-8059,,4.7,104,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",34.6020118,-105.2129345
Handyman Towing,203s Jefferson Ave,Grady,NM,88120,1 575-404-8506,https://www.handymantowing.com/,5,26,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",34.8222091,-103.3161757
J&E Towing LLC,3330 10th Ave NE,Rio Rancho,NM,87144,1 505-350-1116,,4.6,218,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",35.2758566,-106.6684237
Elite Wrecker Service,2622 S Canal St,Carlsbad,NM,88220,1 575-234-1533,http://www.elitewreckerservice.com/,3.5,192,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",32.392929,-104.2183303
Alert Towing LLC,3961 San Felipe Rd,Santa Fe,NM,87507,1 505-470-8282,,4.5,280,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",35.6363038,-106.051655
A & A Towing Company,26 NM-122,Continental Divide,NM,87312,1 505-862-7114,https://a-atowing.com/%3Futm_source%3Dlocal%26utm_medium%3Dorganic%26utm_content%3Dgmb,4.7,86,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",35.4261984,-108.3162934
All Pro Towing & Recovery Inc.,3008 2nd St NW,Albuquerque,NM,87107,1 505-639-3087,http://www.allprotowingnm.com/,4.6,195,"[""6AM-11PM""]","[""6AM-11PM""]","[""6AM-11PM""]","[""6AM-11PM""]","[""6AM-11PM""]","[""6AM-11PM""]","[""6AM-11PM""]",35.1158899,-106.6419277
Santa Fe Tow,8000 Jacs Ln NE,Albuquerque,NM,87113,1 505-344-3117,,3.9,248,"[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""Closed""]","[""Closed""]",35.1727431,-106.6065213
"Valley Impound, Inc.",8705 Broadway Blvd SE,Albuquerque,NM,87105,1 505-877-0777,https://valleyimpound.com/,3.4,19,"[""7:30AM-5:30PM""]","[""7:30AM-5:30PM""]","[""7:30AM-5:30PM""]","[""7:30AM-5:30PM""]","[""7:30AM-5:30PM""]","[""Closed""]","[""Closed""]",34.9669398,-106.6622717
New York Towing And Recovery,37-43 11th St,Long Island City,NY,11101,1 646-228-2849,https://newyorktowing.net/%3Futm_source%3Dsemrush_local_listings,4.6,97,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",40.7583313,-73.9412006
All Magic Towing,518 W 44th St,New York,NY,10036,1 917-693-4333,http://www.allmagictowing.com/,4.7,104,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",40.761182,-73.995732
New York City Towing,1871 Park Ave,New York,NY,10035,1 646-779-1758,http://towingny.com/,4.5,23,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",40.8066031,-73.9374976
Big City Towing Service Inc,136 Madison Ave 5th Floor,New York,NY,10016,1 917-547-2215,https://bigcitytowingservices.com/,5,84,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",40.7462357,-73.9844308
A1 towing & collision Inc,608 W 47th St,New York,NY,10036,1 646-542-0049,https://towtruck.nyc/,4.3,191,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",40.7644415,-73.9967237
Louie Towing Brooklyn,220 Park Ave,Brooklyn,NY,11205,1 718-877-0523,https://www.louietowingbrooklyn.com/,4.8,504,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",40.6956262,-73.9697565
NYC Auto Towing Inc,324 E 95th St,New York,NY,10128,1 212-695-5555,https://www.nycautotowingllc.com/,4.7,32,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",40.7828222,-73.9463837
A-1 Towing & Auto Repair Inc,528 W 39th St,New York,NY,10018,1 212-695-3157,https://a1towingnyc.com/,3.4,69,"[""8AM-8PM""]","[""8AM-8PM""]","[""8AM-8PM""]","[""8AM-8PM""]","[""8AM-8PM""]","[""8AM-8PM""]","[""8AM-8PM""]",40.7582089,-73.9986104
Jets Towing Inc,918 E 51st St,Brooklyn,NY,11203,1 718-251-7200,https://www.jetstowing.com/,3.9,261,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",40.638609,-73.9282549
Manhattan Bridge Towing,155 Bowery,New York,NY,10013,1 646-259-3783,http://www.manhattanbridgetowing.com/,4.9,86,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",40.719466,-73.9940625
Hook & Go Towing service,842 5th Ave,Brooklyn,NY,11232,1 917-704-5949,https://hookandgotowingnyc.com/,4.4,88,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",40.652879,-74.0025609
Cheap Towing,30-18 37th Ave,Queens,NY,11101,1 718-400-7058,https://cheaptowing24hr.com/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,4.4,129,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",40.7549209,-73.9313668
Towing Brooklyn NY,,,,,1 718-210-3888,http://emergency-towing.com/,4.6,98,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",40.6971415,-73.979506
A & T Towing,26 Navy St,Brooklyn,NY,11201,1 347-997-9370,,2.3,418,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""12-5AM""]",40.700159,-73.9802937
Car Towing LLC,55 West St,New York,NY,10006,1 646-779-4791,http://cartowingllc.com/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,5,53,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",40.7087208,-74.0154945
Manhattan Towing Company,,,,,1 917-473-9899,https://manhattantowingcompany.com/,4.6,108,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",40.6971415,-73.979506
RDZ Towing service 24/7,W Illinois Ave,Dallas,TX,75211,1 469-996-1956,https://www.facebook.com/profile.php%3Fid%3D100066620044024%26open_field%3Dwebsite%26sk%3Dabout_contact_and_basic_info,5,139,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",32.7468382,-96.8300782
Skyline Towing Inc,100 Church St,New York,NY,10007,1 646-920-1996,https://skylinetowingservices.com/,5,13,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",40.7130633,-74.0096094
Amazing Towing Inc.,14 Clinton Ave,Brooklyn,NY,11205,1 917-828-0260,http://www.amazingtowingnyc.com/,4.6,53,,,,,,,,40.697343,-73.969815
First Star Towing Inc. - New York,433 W 218th St,New York,NY,10034,1 212-942-2944,https://www.towingservicenewyork.com/,3.1,34,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",40.8712362,-73.9134935
NC Towing & Recovery,2550 N Garnett St,Henderson,NC,27537,1 252-226-2400,http://www.nctow.com/,4.6,58,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",36.35133,-78.3765332
East Coast Towing,100 Rupert Rd,Raleigh,NC,27603,1 919-355-9675,https://eastcoasttowing.com/,4.8,1493,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",35.7164742,-78.6646545
Raleigh Towing & Recovery,1625 Navaho Dr,Raleigh,NC,27609,1 919-838-8845,https://raleightowingnc.com/,4.3,419,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",35.8227465,-78.6119696
Barbour's Towing & Truck Repair,300 S Rogers Ln,Raleigh,NC,27610,1 919-790-3827,https://barbourstowing.com/,4.3,1019,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",35.7730536,-78.554027
Bobby's Friendly Towing & Recovery,136 Montlieu Ave,Greensboro,NC,27409,1 336-854-1410,https://bobbysfriendlytowing.com/,4.4,736,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",36.0693085,-79.8865719
Lee's 24 Hr Towing Inc,4430 Hillsborough Rd,Durham,NC,27705,1 919-382-5583,https://lees24hrtowing.com/,4.5,180,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",36.0338124,-78.9736353
Lizard Lick Towing & Recovery,2605 NC-97 Hwy,Wendell,NC,27591,1 919-365-4388,http://www.lizardlicktowing.com/,4.4,1199,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Closed""]",35.8162074,-78.3753671
Nick's Towing & roadside (( we buy cars running or not )),1711 Lake Wheeler Rd,Raleigh,NC,27603,1 919-771-6701,http://nickstowingandroadside.com/,5,1101,"[""7AM-2AM""]","[""7AM-2AM""]","[""7AM-12AM""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",35.7597398,-78.6613229
Campbell Wrecker Services Inc.,128 Vernie Phillips Rd,Bear Creek,NC,27207,1 919-898-4913,,5,91,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",35.6058706,-79.321756
Fletcher Towing,419 Butler Bridge Rd,Fletcher,NC,28732,1 828-684-6300,https://www.fletchertowingnc.com/,4.7,52,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",35.4062334,-82.5199789
All Over Towing Inc,150 Peddycord Park Dr,Kernersville,NC,27284,1 336-218-3240,https://www.allovertow.com/,4.8,938,,,,,,,,36.1255593,-80.1529738
Thomas Towing & Transport,118 Harley Rd,Wilmington,NC,28405,1 910-399-7119,http://thomastows.com/,4.7,300,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",34.2557211,-77.8504188
Bullcity Towing & Services,2119 Angier Ave,Durham,NC,27703,1 919-381-2850,https://bullcitytowing.com/,5,154,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",35.9818573,-78.8762764
Matthew's Towing LLC,1021 Lemon Dr,Durham,NC,27703,1 919-641-9954,,5,53,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",35.9384605,-78.8270491
Mike's Towing & Transport,,,,,1 919-433-7712,https://mikestowingtransportllc.com/,4.9,76,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",35.6342275,-78.738366
Durham Towing Company,3329 Durham-Chapel Hill Blvd #200F,Durham,NC,27707,1 919-805-3344,https://www.durhamtowingcompany.com/,3.8,53,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",35.9709968,-78.9457246
JB Roadside,15000 Weston Pkwy,Cary,NC,27513,1 919-909-0201,https://jbroadside.com/,5,181,"[""7:30AM-7PM""]","[""7:30AM-9:30PM""]","[""7:30AM-7:30PM""]","[""7:30AM-7PM""]","[""7:30AM-7PM""]","[""7:30AM-7:30PM""]","[""7AM-5PM""]",35.8162877,-78.814075
Quick Tow Towing,301 Circle Ln,Raleigh,NC,27603,1 888-694-6468,https://quicktowrdu.com/,4.8,133,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",35.7323663,-78.6487167
CPR Towing & Truck Repair,2209 Dominion St Suite 100,Durham,NC,27704,1 919-220-0800,https://cprtowinginc.com/,4.3,193,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",36.0201211,-78.8804949
Dakota Towing,2031 Lovett Ave,Bismarck,ND,58504,1 701-203-3770,http://dakotatowing.com/,4.4,99,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",46.7929664,-100.7597965
All Pro Towing LLC,"ALL PRO TOWING All Pro Towing Center, 3201 39th St S",Fargo,ND,58104,1 701-541-3900,http://allprosemitowingandrecovery.com/,4.3,527,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",46.8318906,-96.8465923
Interstate Towing & Recovery,2475 N 42nd St,Grand Forks,ND,58203,1 701-772-6592,http://towingnd.com/,4.2,226,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",47.9445422,-97.0886836
Nordic Towing,2520 S Washington St,Grand Forks,ND,58201,1 833-667-3421,http://www.nordictowing.com/,4.8,497,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",47.8955727,-97.0462424
Northland Towing,4021 Main Ave C,Fargo,ND,58103,1 218-236-4958,https://www.brennansgarage.com/northland-towing/3775384%3Fdm_device%3Ddesktop,3.4,90,"[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""Closed""]","[""Closed""]",46.8771937,-96.8475358
"A&W Towing and Recovery, Inc.",8850 41st St NW,New Town,ND,58763,1 701-629-6077,https://awtowingandrecoveryinc.com/,4.5,48,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",48.0077133,-102.4848175
Red Top Towing And Recovery,814 W Main St,Mandan,ND,58554,1 701-751-1479,https://redtoprecovery.com/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,4.9,270,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",46.8252168,-100.9012689
701 Towing and Recovery,9301 Mahlum Ct,Grand Forks,ND,58201,1 701-620-1392,https://www.701towing.com/,5,72,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",47.9145953,-97.1692899
Brady's Towing and Recovery,3278 125th Ave NW 13430 US HWY 85 Arnegard ND 58835,Watford City,ND,58854,1 701-609-8055,https://bradystowingnd.com/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,4.7,124,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",47.8883633,-103.2606615
Ace 24 Hour Towing,910 Industrial Dr,Bismarck,ND,58501,1 701-258-0451,https://ace24towing.com/,3.8,78,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",46.8145574,-100.7323336
"Jim's Towing, Inc",13360 57th St NW,Williston,ND,58801,1 701-577-0277,,4.9,32,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",48.2404495,-103.5743283
Ole Olson's Towing & Recovery,420 41st St SE,Minot,ND,58701,1 701-852-2525,http://www.oleolsonstowing.com/,4.2,86,,,,,,,,48.2322176,-101.232975
